#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
-20.945406,210,302.481717
240.024281,260,302.585025
295.271749,416,302.755041
259.02995,282,303.631943
35.703821,220,303.716325
5.208195,202,303.793153
-21.790869,232,303.906054
276.282808,273,304.009361
13.867541,209,304.088914
268.949452,255,304.185865
-21.535521,208,304.262699
29.475247,210,305.097813
255.823255,321,305.220348
268.076913,458,305.395493
4.518717,212,305.480031
292.638053,317,305.596803
259.650182,326,305.716538
233.516024,283,305.828173
262.163572,314,306.766173
267.536138,241,306.85858
259.839449,263,306.963742
6.171681,201,307.038291
231.563014,264,307.142052
244.804227,293,307.256799
289.135917,335,307.384835
232.675485,375,308.290958
28.897117,255,308.383778
252.088726,320,308.508057
247.799668,326,308.631113
243.827192,269,308.739899
280.133273,268,308.84799
41.694762,257,308.944964
244.453977,301,309.859354
258.672866,276,309.966932
264.261874,276,310.091952
258.151708,242,310.187735
248.12177,278,310.297192
265.767742,315,310.438276
251.471997,325,310.561905
209.487754,286,311.455129
262.535886,286,311.564705
288.002092,298,311.679631
268.361289,289,311.795527
174.949132,623,312.039544
20.906248,204,312.114837
223.548629,256,312.21175
285.107096,266,313.075192
244.185955,282,313.183043
41.715827,200,313.260457
257.44862,293,313.376347
165.500278,780,313.683259
235.330364,256,313.780125
250.540789,291,314.722769
234.228339,282,314.835265
251.994553,314,314.96379
26.798352,206,315.041759
260.373324,298,315.16134
21.404222,194,315.237744
204.397257,505,316.248722
223.984579,266,316.351525
243.591595,264,316.460457
256.480951,309,316.608898
271.28555,321,316.731943
234.021543,287,316.840567
270.751355,274,316.945408
265.078568,386,317.873826
249.422672,291,317.984301
-1.187303,169,318.046133
263.389464,323,318.171049
255.87477,265,318.271171
-18.288502,247,318.362643
256.565161,302,318.484835
270.163177,270,318.59269
7.567005,201,319.458136
-5.321442,200,319.534439
261.869119,299,319.652344
270.54529,301,319.766602
-6.608284,196,319.838711
258.48277,293,319.950408
254.784305,304,320.067237
236.64839,276,320.175467
176.164122,508,321.136268
229.394394,238,321.225978
-10.315777,193,321.298185
31.220757,208,321.374135
280.933812,248,321.465516
-12.211389,221,321.545578
257.013638,310,321.658773
12.094453,199,321.734561
255.89226,241,322.599412
249.163955,308,322.719569
-31.379515,193,322.800188
249.31026,256,322.896389
239.359067,271,322.999776
249.028753,297,323.111693
267.844339,257,323.210532
284.173843,349,324.113087
1.713621,217,324.19346
276.039097,249,324.290237
